y_m,c_m,alpha_deg,beta_deg,mach_nd,cn_sec_nd,cm_sec_nd,cc_sec_nd
-7.317,2.611048,3.0,0.0,0.8,0.763886,-0.065,0.031979
-7.317,2.611048,3.0,5.0,0.3,0.480462,-0.059435,0.017145
-7.317,2.611048,3.0,5.0,0.5,0.529236,-0.060392,0.019698
-7.317,2.611048,3.0,5.0,0.65,0.60312,-0.061843,0.023565
-7.317,2.611048,3.0,5.0,0.72,0.660445,-0.062969,0.026565
-7.317,2.611048,3.0,5.0,0.8,0.763886,-0.065,0.031979
-7.317,2.611048,3.0,10.0,0.3,0.480462,-0.059435,0.017145
-7.317,2.611048,3.0,10.0,0.5,0.529236,-0.060392,0.019698
-7.317,2.611048,3.0,10.0,0.65,0.60312,-0.061843,0.023565
-7.317,2.611048,3.0,10.0,0.72,0.660445,-0.062969,0.026565
-7.317,2.611048,3.0,10.0,0.8,0.763886,-0.065,0.031979
-7.317,2.611048,6.0,-10.0,0.3,0.768739,-0.068869,0.072355
-7.317,2.611048,6.0,-10.0,0.5,0.846777,-0.070785,0.080512
-7.317,2.611048,6.0,-10.0,0.65,0.964992,-0.073686,0.092869
-7.317,2.611048,6.0,-10.0,0.72,1.056711,-0.075938,0.102456
-7.317,2.611048,6.0,-10.0,0.8,1.222217,-0.08,0.119756
-7.317,2.611048,6.0,-5.0,0.3,0.768739,-0.068869,0.072355
-7.317,2.611048,6.0,-5.0,0.5,0.846777,-0.070785,0.080512
-7.317,2.611048,6.0,-5.0,0.65,0.964992,-0.073686,0.092869
-7.317,2.611048,6.0,-5.0,0.72,1.056711,-0.075938,0.102456
-7.317,2.611048,6.0,-5.0,0.8,1.222217,-0.08,0.119756
-7.317,2.611048,6.0,0.0,0.3,0.768739,-0.068869,0.072355
-7.317,2.611048,6.0,0.0,0.5,0.846777,-0.070785,0.080512
-7.317,2.611048,6.0,0.0,0.65,0.964992,-0.073686,0.092869
-7.317,2.611048,6.0,0.0,0.72,1.056711,-0.075938,0.102456
-7.317,2.611048,6.0,0.0,0.8,1.222217,-0.08,0.119756
-7.317,2.611048,6.0,5.0,0.3,0.768739,-0.068869,0.072355
-7.317,2.611048,6.0,5.0,0.5,0.846777,-0.070785,0.080512
-7.317,2.611048,6.0,5.0,0.65,0.964992,-0.073686,0.092869
-7.317,2.611048,6.0,5.0,0.72,1.056711,-0.075938,0.102456
-7.317,2.611048,6.0,5.0,0.8,1.222217,-0.08,0.119756
-7.317,2.611048,6.0,10.0,0.3,0.768739,-0.068869,0.072355
-7.317,2.611048,6.0,10.0,0.5,0.846777,-0.070785,0.080512
-7.317,2.611048,6.0,10.0,0.65,0.964992,-0.073686,0.092869
-7.317,2.611048,6.0,10.0,0.72,1.056711,-0.075938,0.102456
-7.317,2.611048,6.0,10.0,0.8,1.222217,-0.08,0.119756
-7.317,2.611048,9.0,-10.0,0.3,1.057016,-0.078304,0.157354
-7.317,2.611048,9.0,-10.0,0.5,1.164318,-0.081177,0.174139
-7.317,2.611048,9.0,-10.0,0.65,1.326864,-0.085529,0.199567
-7.317,2.611048,9.0,-10.0,0.72,1.452978,-0.088906,0.219296
-7.317,2.611048,9.0,-10.0,0.8,1.680549,-0.095,0.254896
-7.317,2.611048,9.0,-5.0,0.3,1.057016,-0.078304,0.157354
-7.317,2.611048,9.0,-5.0,0.5,1.164318,-0.081177,0.174139
-7.317,2.611048,9.0,-5.0,0.65,1.326864,-0.085529,0.199567
-7.317,2.611048,9.0,-5.0,0.72,1.452978,-0.088906,0.219296
-7.317,2.611048,9.0,-5.0,0.8,1.680549,-0.095,0.254896
-7.317,2.611048,9.0,0.0,0.3,1.057016,-0.078304,0.157354
-7.317,2.611048,9.0,0.0,0.5,1.164318,-0.081177,0.174139
-7.317,2.611048,9.0,0.0,0.65,1.326864,-0.085529,0.199567
-7.317,2.611048,9.0,0.0,0.72,1.452978,-0.088906,0.219296
-7.317,2.611048,9.0,0.0,0.8,1.680549,-0.095,0.254896
-7.317,2.611048,9.0,5.0,0.3,1.057016,-0.078304,0.157354
-7.317,2.611048,9.0,5.0,0.5,1.164318,-0.081177,0.174139
-7.317,2.611048,9.0,5.0,0.65,1.326864,-0.085529,0.199567
-7.317,2.611048,9.0,5.0,0.72,1.452978,-0.088906,0.219296
-7.317,2.611048,9.0,5.0,0.8,1.680549,-0.095,0.254896
-7.317,2.611048,9.0,10.0,0.3,1.057016,-0.078304,0.157354
-7.317,2.611048,9.0,10.0,0.5,1.164318,-0.081177,0.174139
-7.317,2.611048,9.0,10.0,0.65,1.326864,-0.085529,0.199567
-7.317,2.611048,9.0,10.0,0.72,1.452978,-0.088906,0.219296
-7.317,2.611048,9.0,10.0,0.8,1.680549,-0.095,0.254896
-7.317,2.611048,12.0,-10.0,0.3,1.345293,-0.087738,0.271702
-7.317,2.611048,12.0,-10.0,0.5,1.48186,-0.091569,0.300096
-7.317,2.611048,12.0,-10.0,0.65,1.688736,-0.097373,0.343108
-7.317,2.611048,12.0,-10.0,0.72,1.849245,-0.101875,0.37648
-7.317,2.611048,12.0,-10.0,0.8,2.13888,-0.11,0.436698
-7.317,2.611048,12.0,-5.0,0.3,1.345293,-0.087738,0.271702
-7.317,2.611048,12.0,-5.0,0.5,1.48186,-0.091569,0.300096
-7.317,2.611048,12.0,-5.0,0.65,1.688736,-0.097373,0.343108
-7.317,2.611048,12.0,-5.0,0.72,1.849245,-0.101875,0.37648
-7.317,2.611048,12.0,-5.0,0.8,2.13888,-0.11,0.436698
-7.317,2.611048,12.0,0.0,0.3,1.345293,-0.087738,0.271702
-7.317,2.611048,12.0,0.0,0.5,1.48186,-0.091569,0.300096
-7.317,2.611048,12.0,0.0,0.65,1.688736,-0.097373,0.343108
-7.317,2.611048,12.0,0.0,0.72,1.849245,-0.101875,0.37648
-7.317,2.611048,12.0,0.0,0.8,2.13888,-0.11,0.436698
-7.317,2.611048,12.0,5.0,0.3,1.345293,-0.087738,0.271702
-7.317,2.611048,12.0,5.0,0.5,1.48186,-0.091569,0.300096
-7.317,2.611048,12.0,5.0,0.65,1.688736,-0.097373,0.343108
-7.317,2.611048,12.0,5.0,0.72,1.849245,-0.101875,0.37648
-7.317,2.611048,12.0,5.0,0.8,2.13888,-0.11,0.436698
-7.317,2.611048,12.0,10.0,0.3,1.345293,-0.087738,0.271702
-7.317,2.611048,12.0,10.0,0.5,1.48186,-0.091569,0.300096
-7.317,2.611048,12.0,10.0,0.65,1.688736,-0.097373,0.343108
-7.317,2.611048,12.0,10.0,0.72,1.849245,-0.101875,0.37648
-7.317,2.611048,12.0,10.0,0.8,2.13888,-0.11,0.436698
-7.317,2.611048,15.0,-10.0,0.3,1.63357,-0.097173,0.414799
-7.317,2.611048,15.0,-10.0,0.5,1.799401,-0.101962,0.457719
-7.317,2.611048,15.0,-10.0,0.65,2.050608,-0.109216,0.522736
-7.317,2.611048,15.0,-10.0,0.72,2.245512,-0.114844,0.573181
-7.317,2.611048,15.0,-10.0,0.8,2.597211,-0.125,0.664208
-7.317,2.611048,15.0,-5.0,0.3,1.63357,-0.097173,0.414799
-7.317,2.611048,15.0,-5.0,0.5,1.799401,-0.101962,0.457719
-7.317,2.611048,15.0,-5.0,0.65,2.050608,-0.109216,0.522736
-7.317,2.611048,15.0,-5.0,0.72,2.245512,-0.114844,0.573181
-7.317,2.611048,15.0,-5.0,0.8,2.597211,-0.125,0.664208
-7.317,2.611048,15.0,0.0,0.3,1.63357,-0.097173,0.414799
-7.317,2.611048,15.0,0.0,0.5,1.799401,-0.101962,0.457719
-7.317,2.611048,15.0,0.0,0.65,2.050608,-0.109216,0.522736
-7.317,2.611048,15.0,0.0,0.72,2.245512,-0.114844,0.573181
-7.317,2.611048,15.0,0.0,0.8,2.597211,-0.125,0.664208
-7.317,2.611048,15.0,5.0,0.3,1.63357,-0.097173,0.414799
-7.317,2.611048,15.0,5.0,0.5,1.799401,-0.101962,0.457719
-7.317,2.611048,15.0,5.0,0.65,2.050608,-0.109216,0.522736
-7.317,2.611048,15.0,5.0,0.72,2.245512,-0.114844,0.573181
-7.317,2.611048,15.0,5.0,0.8,2.597211,-0.125,0.664208
-7.317,2.611048,15.0,10.0,0.3,1.63357,-0.097173,0.414799
-7.317,2.611048,15.0,10.0,0.5,1.799401,-0.101962,0.457719
-7.317,2.611048,15.0,10.0,0.65,2.050608,-0.109216,0.522736
-7.317,2.611048,15.0,10.0,0.72,2.245512,-0.114844,0.573181
-7.317,2.611048,15.0,10.0,0.8,2.597211,-0.125,0.664208
-5.853,2.888952,-6.0,-10.0,0.3,-0.391361,-0.031131,0.032908
-5.853,2.888952,-6.0,-10.0,0.5,-0.43109,-0.029215,0.037061
-5.853,2.888952,-6.0,-10.0,0.65,-0.491273,-0.026314,0.043352
-5.853,2.888952,-6.0,-10.0,0.72,-0.537967,-0.024062,0.048233
-5.853,2.888952,-6.0,-10.0,0.8,-0.622225,-0.02,0.05704
-5.853,2.888952,-6.0,-5.0,0.3,-0.391361,-0.031131,0.032908
-5.853,2.888952,-6.0,-5.0,0.5,-0.43109,-0.029215,0.037061
-5.853,2.888952,-6.0,-5.0,0.65,-0.491273,-0.026314,0.043352
-5.853,2.888952,-6.0,-5.0,0.72,-0.537967,-0.024062,0.048233
-5.853,2.888952,-6.0,-5.0,0.8,-0.622225,-0.02,0.05704
-5.853,2.888952,-6.0,0.0,0.3,-0.391361,-0.031131,0.032908
-5.853,2.888952,-6.0,0.0,0.5,-0.43109,-0.029215,0.037061
-5.853,2.888952,-6.0,0.0,0.65,-0.491273,-0.026314,0.043352
-5.853,2.888952,-6.0,0.0,0.72,-0.537967,-0.024062,0.048233
-5.853,2.888952,-6.0,0.0,0.8,-0.622225,-0.02,0.05704
-5.853,2.888952,-6.0,5.0,0.3,-0.391361,-0.031131,0.032908
-5.853,2.888952,-6.0,5.0,0.5,-0.43109,-0.029215,0.037061
-5.853,2.888952,-6.0,5.0,0.65,-0.491273,-0.026314,0.043352
-5.853,2.888952,-6.0,5.0,0.72,-0.537967,-0.024062,0.048233
-5.853,2.888952,-6.0,5.0,0.8,-0.622225,-0.02,0.05704
-5.853,2.888952,-6.0,10.0,0.3,-0.391361,-0.031131,0.032908
-5.853,2.888952,-6.0,10.0,0.5,-0.43109,-0.029215,0.037061
-5.853,2.888952,-6.0,10.0,0.65,-0.491273,-0.026314,0.043352
-5.853,2.888952,-6.0,10.0,0.72,-0.537967,-0.024062,0.048233
-5.853,2.888952,-6.0,10.0,0.8,-0.622225,-0.02,0.05704
-5.853,2.888952,-3.0,-10.0,0.3,-0.09784,-0.040565,-0.002879
-5.853,2.888952,-3.0,-10.0,0.5,-0.107772,-0.039608,-0.00236
-5.853,2.888952,-3.0,-10.0,0.65,-0.122818,-0.038157,-0.001572
-5.853,2.888952,-3.0,-10.0,0.72,-0.134492,-0.037031,-0.000961
-5.853,2.888952,-3.0,-10.0,0.8,-0.155556,-0.035,0.000141
-5.853,2.888952,-3.0,-5.0,0.3,-0.09784,-0.040565,-0.002879
-5.853,2.888952,-3.0,-5.0,0.5,-0.107772,-0.039608,-0.00236
-5.853,2.888952,-3.0,-5.0,0.65,-0.122818,-0.038157,-0.001572
-5.853,2.888952,-3.0,-5.0,0.72,-0.134492,-0.037031,-0.000961
-5.853,2.888952,-3.0,-5.0,0.8,-0.155556,-0.035,0.000141
-5.853,2.888952,-3.0,0.0,0.3,-0.09784,-0.040565,-0.002879
-5.853,2.888952,-3.0,0.0,0.5,-0.107772,-0.039608,-0.00236
-5.853,2.888952,-3.0,0.0,0.65,-0.122818,-0.038157,-0.001572
-5.853,2.888952,-3.0,0.0,0.72,-0.134492,-0.037031,-0.000961
-5.853,2.888952,-3.0,0.0,0.8,-0.155556,-0.035,0.000141
-5.853,2.888952,-3.0,5.0,0.3,-0.09784,-0.040565,-0.002879
-5.853,2.888952,-3.0,5.0,0.5,-0.107772,-0.039608,-0.00236
-5.853,2.888952,-3.0,5.0,0.65,-0.122818,-0.038157,-0.001572
-5.853,2.888952,-3.0,5.0,0.72,-0.134492,-0.037031,-0.000961
-5.853,2.888952,-3.0,5.0,0.8,-0.155556,-0.035,0.000141
-5.853,2.888952,-3.0,10.0,0.3,-0.09784,-0.040565,-0.002879
-5.853,2.888952,-3.0,10.0,0.5,-0.107772,-0.039608,-0.00236
-5.853,2.888952,-3.0,10.0,0.65,-0.122818,-0.038157,-0.001572
-5.853,2.888952,-3.0,10.0,0.72,-0.134492,-0.037031,-0.000961
-5.853,2.888952,-3.0,10.0,0.8,-0.155556,-0.035,0.000141
-5.853,2.888952,0.0,-10.0,0.3,0.195681,-0.05,-0.008
-5.853,2.888952,0.0,-10.0,0.5,0.215545,-0.05,-0.008
-5.853,2.888952,0.0,-10.0,0.65,0.245636,-0.05,-0.008
-5.853,2.888952,0.0,-10.0,0.72,0.268983,-0.05,-0.008
-5.853,2.888952,0.0,-10.0,0.8,0.311112,-0.05,-0.008
-5.853,2.888952,0.0,-5.0,0.3,0.195681,-0.05,-0.008
-5.853,2.888952,0.0,-5.0,0.5,0.215545,-0.05,-0.008
-5.853,2.888952,0.0,-5.0,0.65,0.245636,-0.05,-0.008
-5.853,2.888952,0.0,-5.0,0.72,0.268983,-0.05,-0.008
-5.853,2.888952,0.0,-5.0,0.8,0.311112,-0.05,-0.008
-5.853,2.888952,0.0,0.0,0.3,0.195681,-0.05,-0.008
-5.853,2.888952,0.0,0.0,0.5,0.215545,-0.05,-0.008
-5.853,2.888952,0.0,0.0,0.65,0.245636,-0.05,-0.008
-5.853,2.888952,0.0,0.0,0.72,0.268983,-0.05,-0.008
-5.853,2.888952,0.0,0.0,0.8,0.311112,-0.05,-0.008
-5.853,2.888952,0.0,5.0,0.3,0.195681,-0.05,-0.008
-5.853,2.888952,0.0,5.0,0.5,0.215545,-0.05,-0.008
-5.853,2.888952,0.0,5.0,0.65,0.245636,-0.05,-0.008
-5.853,2.888952,0.0,5.0,0.72,0.268983,-0.05,-0.008
-5.853,2.888952,0.0,5.0,0.8,0.311112,-0.05,-0.008
-5.853,2.888952,0.0,10.0,0.3,0.195681,-0.05,-0.008
-5.853,2.888952,0.0,10.0,0.5,0.215545,-0.05,-0.008
-5.853,2.888952,0.0,10.0,0.65,0.245636,-0.05,-0.008
-5.853,2.888952,0.0,10.0,0.72,0.268983,-0.05,-0.008
-5.853,2.888952,0.0,10.0,0.8,0.311112,-0.05,-0.008
-5.853,2.888952,3.0,-10.0,0.3,0.489202,-0.059435,0.017603
-5.853,2.888952,3.0,-10.0,0.5,0.538862,-0.060392,0.020202
-5.853,2.888952,3.0,-10.0,0.65,0.614091,-0.061843,0.024139
-5.853,2.888952,3.0,-10.0,0.72,0.672458,-0.062969,0.027194
-5.853,2.888952,3.0,-10.0,0.8,0.777781,-0.065,0.032706
-5.853,2.888952,3.0,-5.0,0.3,0.489202,-0.059435,0.017603
-5.853,2.888952,3.0,-5.0,0.5,0.538862,-0.060392,0.020202
-5.853,2.888952,3.0,-5.0,0.65,0.614091,-0.061843,0.024139
-5.853,2.888952,3.0,-5.0,0.72,0.672458,-0.062969,0.027194
-5.853,2.888952,3.0,-5.0,0.8,0.777781,-0.065,0.032706
-5.853,2.888952,3.0,0.0,0.3,0.489202,-0.059435,0.017603
-5.853,2.888952,3.0,0.0,0.5,0.538862,-0.060392,0.020202
-5.853,2.888952,3.0,0.0,0.65,0.614091,-0.061843,0.024139
-5.853,2.888952,3.0,0.0,0.72,0.672458,-0.062969,0.027194
-5.853,2.888952,3.0,0.0,0.8,0.777781,-0.065,0.032706
-5.853,2.888952,3.0,5.0,0.3,0.489202,-0.059435,0.017603
-5.853,2.888952,3.0,5.0,0.5,0.538862,-0.060392,0.020202
-5.853,2.888952,3.0,5.0,0.65,0.614091,-0.061843,0.024139
-5.853,2.888952,3.0,5.0,0.72,0.672458,-0.062969,0.027194
-5.853,2.888952,3.0,5.0,0.8,0.777781,-0.065,0.032706
-5.853,2.888952,3.0,10.0,0.3,0.489202,-0.059435,0.017603
-5.853,2.888952,3.0,10.0,0.5,0.538862,-0.060392,0.020202
-5.853,2.888952,3.0,10.0,0.65,0.614091,-0.061843,0.024139
-5.853,2.888952,3.0,10.0,0.72,0.672458,-0.062969,0.027194
-5.853,2.888952,3.0,10.0,0.8,0.777781,-0.065,0.032706
-5.853,2.888952,6.0,-10.0,0.3,0.782723,-0.068869,0.073817
-5.853,2.888952,6.0,-10.0,0.5,0.86218,-0.070785,0.082122
-5.853,2.888952,6.0,-10.0,0.65,0.982545,-0.073686,0.094704
-5.853,2.888952,6.0,-10.0,0.72,1.075933,-0.075938,0.104466
-5.853,2.888952,6.0,-10.0,0.8,1.24445,-0.08,0.12208
-5.853,2.888952,6.0,-5.0,0.3,0.782723,-0.068869,0.073817
-5.853,2.888952,6.0,-5.0,0.5,0.86218,-0.070785,0.082122
-5.853,2.888952,6.0,-5.0,0.65,0.982545,-0.073686,0.094704
-5.853,2.888952,6.0,-5.0,0.72,1.075933,-0.075938,0.104466
-5.853,2.888952,6.0,-5.0,0.8,1.24445,-0.08,0.12208
-5.853,2.888952,6.0,0.0,0.3,0.782723,-0.068869,0.073817
-5.853,2.888952,6.0,0.0,0.5,0.86218,-0.070785,0.082122
-5.853,2.888952,6.0,0.0,0.65,0.982545,-0.073686,0.094704
-5.853,2.888952,6.0,0.0,0.72,1.075933,-0.075938,0.104466
-5.853,2.888952,6.0,0.0,0.8,1.24445,-0.08,0.12208
-5.853,2.888952,6.0,5.0,0.3,0.782723,-0.068869,0.073817
-5.853,2.888952,6.0,5.0,0.5,0.86218,-0.070785,0.082122
-5.853,2.888952,6.0,5.0,0.65,0.982545,-0.073686,0.094704
-5.853,2.888952,6.0,5.0,0.72,1.075933,-0.075938,0.104466
-5.853,2.888952,6.0,5.0,0.8,1.24445,-0.08,0.12208
-5.853,2.888952,6.0,10.0,0.3,0.782723,-0.068869,0.073817
-5.853,2.888952,6.0,10.0,0.5,0.86218,-0.070785,0.082122
-5.853,2.888952,6.0,10.0,0.65,0.982545,-0.073686,0.094704
-5.853,2.888952,6.0,10.0,0.72,1.075933,-0.075938,0.104466
-5.853,2.888952,6.0,10.0,0.8,1.24445,-0.08,0.12208
-5.853,2.888952,9.0,-10.0,0.3,1.076243,-0.078304,0.160362
-5.853,2.888952,9.0,-10.0,0.5,1.185497,-0.081177,0.177453
-5.853,2.888952,9.0,-10.0,0.65,1.351,-0.085529,0.203343
-5.853,2.888952,9.0,-10.0,0.72,1.479408,-0.088906,0.22343
-5.853,2.888952,9.0,-10.0,0.8,1.711118,-0.095,0.259678
-5.853,2.888952,9.0,-5.0,0.3,1.076243,-0.078304,0.160362
-5.853,2.888952,9.0,-5.0,0.5,1.185497,-0.081177,0.177453
-5.853,2.888952,9.0,-5.0,0.65,1.351,-0.085529,0.203343
-5.853,2.888952,9.0,-5.0,0.72,1.479408,-0.088906,0.22343
-5.853,2.888952,9.0,-5.0,0.8,1.711118,-0.095,0.259678
-5.853,2.888952,9.0,0.0,0.3,1.076243,-0.078304,0.160362
-5.853,2.888952,9.0,0.0,0.5,1.185497,-0.081177,0.177453
-5.853,2.888952,9.0,0.0,0.65,1.351,-0.085529,0.203343
-5.853,2.888952,9.0,0.0,0.72,1.479408,-0.088906,0.22343
-5.853,2.888952,9.0,0.0,0.8,1.711118,-0.095,0.259678
-5.853,2.888952,9.0,5.0,0.3,1.076243,-0.078304,0.160362
-5.853,2.888952,9.0,5.0,0.5,1.185497,-0.081177,0.177453
-5.853,2.888952,9.0,5.0,0.65,1.351,-0.085529,0.203343
-5.853,2.888952,9.0,5.0,0.72,1.479408,-0.088906,0.22343
-5.853,2.888952,9.0,5.0,0.8,1.711118,-0.095,0.259678
-5.853,2.888952,9.0,10.0,0.3,1.076243,-0.078304,0.160362
-5.853,2.888952,9.0,10.0,0.5,1.185497,-0.081177,0.177453
-5.853,2.888952,9.0,10.0,0.65,1.351,-0.085529,0.203343
-5.853,2.888952,9.0,10.0,0.72,1.479408,-0.088906,0.22343
-5.853,2.888952,9.0,10.0,0.8,1.711118,-0.095,0.259678
-5.853,2.888952,12.0,-10.0,0.3,1.369764,-0.087738,0.27679
-5.853,2.888952,12.0,-10.0,0.5,1.508815,-0.091569,0.3057
-5.853,2.888952,12.0,-10.0,0.65,1.719454,-0.097373,0.349495
-5.853,2.888952,12.0,-10.0,0.72,1.882883,-0.101875,0.383473
-5.853,2.888952,12.0,-10.0,0.8,2.177787,-0.11,0.444787
-5.853,2.888952,12.0,-5.0,0.3,1.369764,-0.087738,0.27679
-5.853,2.888952,12.0,-5.0,0.5,1.508815,-0.091569,0.3057
-5.853,2.888952,12.0,-5.0,0.65,1.719454,-0.097373,0.349495
-5.853,2.888952,12.0,-5.0,0.72,1.882883,-0.101875,0.383473
-5.853,2.888952,12.0,-5.0,0.8,2.177787,-0.11,0.444787
-5.853,2.888952,12.0,0.0,0.3,1.369764,-0.087738,0.27679
-5.853,2.888952,12.0,0.0,0.5,1.508815,-0.091569,0.3057
-5.853,2.888952,12.0,0.0,0.65,1.719454,-0.097373,0.349495
-5.853,2.888952,12.0,0.0,0.72,1.882883,-0.101875,0.383473
-5.853,2.888952,12.0,0.0,0.8,2.177787,-0.11,0.444787
-5.853,2.888952,12.0,5.0,0.3,1.369764,-0.087738,0.27679
-5.853,2.888952,12.0,5.0,0.5,1.508815,-0.091569,0.3057
-5.853,2.888952,12.0,5.0,0.65,1.719454,-0.097373,0.349495
-5.853,2.888952,12.0,5.0,0.72,1.882883,-0.101875,0.383473
-5.853,2.888952,12.0,5.0,0.8,2.177787,-0.11,0.444787
-5.853,2.888952,12.0,10.0,0.3,1.369764,-0.087738,0.27679
-5.853,2.888952,12.0,10.0,0.5,1.508815,-0.091569,0.3057
-5.853,2.888952,12.0,10.0,0.65,1.719454,-0.097373,0.349495
-5.853,2.888952,12.0,10.0,0.72,1.882883,-0.101875,0.383473
-5.853,2.888952,12.0,10.0,0.8,2.177787,-0.11,0.444787
-5.853,2.888952,15.0,-10.0,0.3,1.663285,-0.097173,0.42249
-5.853,2.888952,15.0,-10.0,0.5,1.832132,-0.101962,0.466191
-5.853,2.888952,15.0,-10.0,0.65,2.087909,-0.109216,0.53239
-5.853,2.888952,15.0,-10.0,0.72,2.286358,-0.114844,0.583753
-5.853,2.888952,15.0,-10.0,0.8,2.644455,-0.125,0.676435
-5.853,2.888952,15.0,-5.0,0.3,1.663285,-0.097173,0.42249
-5.853,2.888952,15.0,-5.0,0.5,1.832132,-0.101962,0.466191
-5.853,2.888952,15.0,-5.0,0.65,2.087909,-0.109216,0.53239
-5.853,2.888952,15.0,-5.0,0.72,2.286358,-0.114844,0.583753
-5.853,2.888952,15.0,-5.0,0.8,2.644455,-0.125,0.676435
-5.853,2.888952,15.0,0.0,0.3,1.663285,-0.097173,0.42249
-5.853,2.888952,15.0,0.0,0.5,1.832132,-0.101962,0.466191
-5.853,2.888952,15.0,0.0,0.65,2.087909,-0.109216,0.53239
-5.853,2.888952,15.0,0.0,0.72,2.286358,-0.114844,0.583753
-5.853,2.888952,15.0,0.0,0.8,2.644455,-0.125,0.676435
-5.853,2.888952,15.0,5.0,0.3,1.663285,-0.097173,0.42249
-5.853,2.888952,15.0,5.0,0.5,1.832132,-0.101962,0.466191
-5.853,2.888952,15.0,5.0,0.65,2.087909,-0.109216,0.53239
-5.853,2.888952,15.0,5.0,0.72,2.286358,-0.114844,0.583753
-5.853,2.888952,15.0,5.0,0.8,2.644455,-0.125,0.676435
-5.853,2.888952,15.0,10.0,0.3,1.663285,-0.097173,0.42249
-5.853,2.888952,15.0,10.0,0.5,1.832132,-0.101962,0.466191
-5.853,2.888952,15.0,10.0,0.65,2.087909,-0.109216,0.53239
-5.853,2.888952,15.0,10.0,0.72,2.286358,-0.114844,0.583753
-5.853,2.888952,15.0,10.0,0.8,2.644455,-0.125,0.676435
-4.39,3.166667,-6.0,-10.0,0.3,-0.398348,-0.031131,0.033639
-4.39,3.166667,-6.0,-10.0,0.5,-0.438786,-0.029215,0.037866
-4.39,3.166667,-6.0,-10.0,0.65,-0.500043,-0.026314,0.044269
-4.39,3.166667,-6.0,-10.0,0.72,-0.547571,-0.024062,0.049237
-4.39,3.166667,-6.0,-10.0,0.8,-0.633333,-0.02,0.058201
-4.39,3.166667,-6.0,-5.0,0.3,-0.398348,-0.031131,0.033639
-4.39,3.166667,-6.0,-5.0,0.5,-0.438786,-0.029215,0.037866
-4.39,3.166667,-6.0,-5.0,0.65,-0.500043,-0.026314,0.044269
-4.39,3.166667,-6.0,-5.0,0.72,-0.547571,-0.024062,0.049237
-4.39,3.166667,-6.0,-5.0,0.8,-0.633333,-0.02,0.058201
-4.39,3.166667,-6.0,0.0,0.3,-0.398348,-0.031131,0.033639
-4.39,3.166667,-6.0,0.0,0.5,-0.438786,-0.029215,0.037866
-4.39,3.166667,-6.0,0.0,0.65,-0.500043,-0.026314,0.044269
-4.39,3.166667,-6.0,0.0,0.72,-0.547571,-0.024062,0.049237
-4.39,3.166667,-6.0,0.0,0.8,-0.633333,-0.02,0.058201
-4.39,3.166667,-6.0,5.0,0.3,-0.398348,-0.031131,0.033639
-4.39,3.166667,-6.0,5.0,0.5,-0.438786,-0.029215,0.037866
-4.39,3.166667,-6.0,5.0,0.65,-0.500043,-0.026314,0.044269
-4.39,3.166667,-6.0,5.0,0.72,-0.547571,-0.024062,0.049237
-4.39,3.166667,-6.0,5.0,0.8,-0.633333,-0.02,0.058201
-4.39,3.166667,-6.0,10.0,0.3,-0.398348,-0.031131,0.033639
-4.39,3.166667,-6.0,10.0,0.5,-0.438786,-0.029215,0.037866
-4.39,3.166667,-6.0,10.0,0.65,-0.500043,-0.026314,0.044269
-4.39,3.166667,-6.0,10.0,0.72,-0.547571,-0.024062,0.049237
-4.39,3.166667,-6.0,10.0,0.8,-0.633333,-0.02,0.058201
-4.39,3.166667,-3.0,-10.0,0.3,-0.099587,-0.040565,-0.002788
-4.39,3.166667,-3.0,-10.0,0.5,-0.109697,-0.039608,-0.002259
-4.39,3.166667,-3.0,-10.0,0.65,-0.125011,-0.038157,-0.001457
-4.39,3.166667,-3.0,-10.0,0.72,-0.136893,-0.037031,-0.000836
-4.39,3.166667,-3.0,-10.0,0.8,-0.158333,-0.035,0.000287
-4.39,3.166667,-3.0,-5.0,0.3,-0.099587,-0.040565,-0.002788
-4.39,3.166667,-3.0,-5.0,0.5,-0.109697,-0.039608,-0.002259
-4.39,3.166667,-3.0,-5.0,0.65,-0.125011,-0.038157,-0.001457
-4.39,3.166667,-3.0,-5.0,0.72,-0.136893,-0.037031,-0.000836
-4.39,3.166667,-3.0,-5.0,0.8,-0.158333,-0.035,0.000287
-4.39,3.166667,-3.0,0.0,0.3,-0.099587,-0.040565,-0.002788
-4.39,3.166667,-3.0,0.0,0.5,-0.109697,-0.039608,-0.002259
-4.39,3.166667,-3.0,0.0,0.65,-0.125011,-0.038157,-0.001457
-4.39,3.166667,-3.0,0.0,0.72,-0.136893,-0.037031,-0.000836
-4.39,3.166667,-3.0,0.0,0.8,-0.158333,-0.035,0.000287
-4.39,3.166667,-3.0,5.0,0.3,-0.099587,-0.040565,-0.002788
-4.39,3.166667,-3.0,5.0,0.5,-0.109697,-0.039608,-0.002259
-4.39,3.166667,-3.0,5.0,0.65,-0.125011,-0.038157,-0.001457
-4.39,3.166667,-3.0,5.0,0.72,-0.136893,-0.037031,-0.000836
-4.39,3.166667,-3.0,5.0,0.8,-0.158333,-0.035,0.000287
-4.39,3.166667,-3.0,10.0,0.3,-0.099587,-0.040565,-0.002788
-4.39,3.166667,-3.0,10.0,0.5,-0.109697,-0.039608,-0.002259
-4.39,3.166667,-3.0,10.0,0.65,-0.125011,-0.038157,-0.001457
