y_m,c_m,alpha_deg,beta_deg,mach_nd,cn_sec_nd,cm_sec_nd,cc_sec_nd
-4.36,1.46,12.0,10.0,0.8,1.672,-0.08,0.341628
-4.36,1.46,15.0,-10.0,0.3,1.314549,-0.062897,0.33423
-4.36,1.46,15.0,-10.0,0.5,1.447994,-0.069282,0.368769
-4.36,1.46,15.0,-10.0,0.65,1.650143,-0.078954,0.421088
-4.36,1.46,15.0,-10.0,0.72,1.806984,-0.086459,0.461682
-4.36,1.46,15.0,-10.0,0.8,2.09,-0.1,0.534932
-4.36,1.46,15.0,-5.0,0.3,1.314549,-0.062897,0.33423
-4.36,1.46,15.0,-5.0,0.5,1.447994,-0.069282,0.368769
-4.36,1.46,15.0,-5.0,0.65,1.650143,-0.078954,0.421088
-4.36,1.46,15.0,-5.0,0.72,1.806984,-0.086459,0.461682
-4.36,1.46,15.0,-5.0,0.8,2.09,-0.1,0.534932
-4.36,1.46,15.0,0.0,0.3,1.314549,-0.062897,0.33423
-4.36,1.46,15.0,0.0,0.5,1.447994,-0.069282,0.368769
-4.36,1.46,15.0,0.0,0.65,1.650143,-0.078954,0.421088
-4.36,1.46,15.0,0.0,0.72,1.806984,-0.086459,0.461682
-4.36,1.46,15.0,0.0,0.8,2.09,-0.1,0.534932
-4.36,1.46,15.0,5.0,0.3,1.314549,-0.062897,0.33423
-4.36,1.46,15.0,5.0,0.5,1.447994,-0.069282,0.368769
-4.36,1.46,15.0,5.0,0.65,1.650143,-0.078954,0.421088
-4.36,1.46,15.0,5.0,0.72,1.806984,-0.086459,0.461682
-4.36,1.46,15.0,5.0,0.8,2.09,-0.1,0.534932
-4.36,1.46,15.0,10.0,0.3,1.314549,-0.062897,0.33423
-4.36,1.46,15.0,10.0,0.5,1.447994,-0.069282,0.368769
-4.36,1.46,15.0,10.0,0.65,1.650143,-0.078954,0.421088
-4.36,1.46,15.0,10.0,0.72,1.806984,-0.086459,0.461682
-4.36,1.46,15.0,10.0,0.8,2.09,-0.1,0.534932
-3.27,1.72,-6.0,-10.0,0.3,-0.543745,0.025159,0.050837
-3.27,1.72,-6.0,-10.0,0.5,-0.598943,0.027713,0.056607
-3.27,1.72,-6.0,-10.0,0.65,-0.682559,0.031582,0.065347
-3.27,1.72,-6.0,-10.0,0.72,-0.747434,0.034583,0.072128
-3.27,1.72,-6.0,-10.0,0.8,-0.8645,0.04,0.084365
-3.27,1.72,-6.0,-5.0,0.3,-0.543745,0.025159,0.050837
-3.27,1.72,-6.0,-5.0,0.5,-0.598943,0.027713,0.056607
-3.27,1.72,-6.0,-5.0,0.65,-0.682559,0.031582,0.065347
-3.27,1.72,-6.0,-5.0,0.72,-0.747434,0.034583,0.072128
-3.27,1.72,-6.0,-5.0,0.8,-0.8645,0.04,0.084365
-3.27,1.72,-6.0,0.0,0.3,-0.543745,0.025159,0.050837
-3.27,1.72,-6.0,0.0,0.5,-0.598943,0.027713,0.056607
-3.27,1.72,-6.0,0.0,0.65,-0.682559,0.031582,0.065347
-3.27,1.72,-6.0,0.0,0.72,-0.747434,0.034583,0.072128
-3.27,1.72,-6.0,0.0,0.8,-0.8645,0.04,0.084365
-3.27,1.72,-6.0,5.0,0.3,-0.543745,0.025159,0.050837
-3.27,1.72,-6.0,5.0,0.5,-0.598943,0.027713,0.056607
-3.27,1.72,-6.0,5.0,0.65,-0.682559,0.031582,0.065347
-3.27,1.72,-6.0,5.0,0.72,-0.747434,0.034583,0.072128
-3.27,1.72,-6.0,5.0,0.8,-0.8645,0.04,0.084365
-3.27,1.72,-6.0,10.0,0.3,-0.543745,0.025159,0.050837
-3.27,1.72,-6.0,10.0,0.5,-0.598943,0.027713,0.056607
-3.27,1.72,-6.0,10.0,0.65,-0.682559,0.031582,0.065347
-3.27,1.72,-6.0,10.0,0.72,-0.747434,0.034583,0.072128
-3.27,1.72,-6.0,10.0,0.8,-0.8645,0.04,0.084365
-3.27,1.72,-3.0,-10.0,0.3,-0.271873,0.012579,0.008229
-3.27,1.72,-3.0,-10.0,0.5,-0.299472,0.013856,0.009673
-3.27,1.72,-3.0,-10.0,0.65,-0.34128,0.015791,0.011861
-3.27,1.72,-3.0,-10.0,0.72,-0.373717,0.017292,0.013559
-3.27,1.72,-3.0,-10.0,0.8,-0.43225,0.02,0.016622
-3.27,1.72,-3.0,-5.0,0.3,-0.271873,0.012579,0.008229
-3.27,1.72,-3.0,-5.0,0.5,-0.299472,0.013856,0.009673
-3.27,1.72,-3.0,-5.0,0.65,-0.34128,0.015791,0.011861
-3.27,1.72,-3.0,-5.0,0.72,-0.373717,0.017292,0.013559
-3.27,1.72,-3.0,-5.0,0.8,-0.43225,0.02,0.016622
-3.27,1.72,-3.0,0.0,0.3,-0.271873,0.012579,0.008229
-3.27,1.72,-3.0,0.0,0.5,-0.299472,0.013856,0.009673
-3.27,1.72,-3.0,0.0,0.65,-0.34128,0.015791,0.011861
-3.27,1.72,-3.0,0.0,0.72,-0.373717,0.017292,0.013559
-3.27,1.72,-3.0,0.0,0.8,-0.43225,0.02,0.016622
-3.27,1.72,-3.0,5.0,0.3,-0.271873,0.012579,0.008229
-3.27,1.72,-3.0,5.0,0.5,-0.299472,0.013856,0.009673
-3.27,1.72,-3.0,5.0,0.65,-0.34128,0.015791,0.011861
-3.27,1.72,-3.0,5.0,0.72,-0.373717,0.017292,0.013559
-3.27,1.72,-3.0,5.0,0.8,-0.43225,0.02,0.016622
-3.27,1.72,-3.0,10.0,0.3,-0.271873,0.012579,0.008229
-3.27,1.72,-3.0,10.0,0.5,-0.299472,0.013856,0.009673
-3.27,1.72,-3.0,10.0,0.65,-0.34128,0.015791,0.011861
-3.27,1.72,-3.0,10.0,0.72,-0.373717,0.017292,0.013559
-3.27,1.72,-3.0,10.0,0.8,-0.43225,0.02,0.016622
-3.27,1.72,0.0,-10.0,0.3,0.0,-0.0,-0.006
-3.27,1.72,0.0,-10.0,0.5,0.0,-0.0,-0.006
-3.27,1.72,0.0,-10.0,0.65,0.0,-0.0,-0.006
-3.27,1.72,0.0,-10.0,0.72,0.0,-0.0,-0.006
-3.27,1.72,0.0,-10.0,0.8,0.0,-0.0,-0.006
-3.27,1.72,0.0,-5.0,0.3,0.0,-0.0,-0.006
-3.27,1.72,0.0,-5.0,0.5,0.0,-0.0,-0.006
-3.27,1.72,0.0,-5.0,0.65,0.0,-0.0,-0.006
-3.27,1.72,0.0,-5.0,0.72,0.0,-0.0,-0.006
-3.27,1.72,0.0,-5.0,0.8,0.0,-0.0,-0.006
-3.27,1.72,0.0,0.0,0.3,0.0,-0.0,-0.006
-3.27,1.72,0.0,0.0,0.5,0.0,-0.0,-0.006
-3.27,1.72,0.0,0.0,0.65,0.0,-0.0,-0.006
-3.27,1.72,0.0,0.0,0.72,0.0,-0.0,-0.006
-3.27,1.72,0.0,0.0,0.8,0.0,-0.0,-0.006
-3.27,1.72,0.0,5.0,0.3,0.0,-0.0,-0.006
-3.27,1.72,0.0,5.0,0.5,0.0,-0.0,-0.006
-3.27,1.72,0.0,5.0,0.65,0.0,-0.0,-0.006
-3.27,1.72,0.0,5.0,0.72,0.0,-0.0,-0.006
-3.27,1.72,0.0,5.0,0.8,0.0,-0.0,-0.006
-3.27,1.72,0.0,10.0,0.3,0.0,-0.0,-0.006
-3.27,1.72,0.0,10.0,0.5,0.0,-0.0,-0.006
-3.27,1.72,0.0,10.0,0.65,0.0,-0.0,-0.006
-3.27,1.72,0.0,10.0,0.72,0.0,-0.0,-0.006
-3.27,1.72,0.0,10.0,0.8,0.0,-0.0,-0.006
-3.27,1.72,3.0,-10.0,0.3,0.271873,-0.012579,0.008229
-3.27,1.72,3.0,-10.0,0.5,0.299472,-0.013856,0.009673
-3.27,1.72,3.0,-10.0,0.65,0.34128,-0.015791,0.011861
-3.27,1.72,3.0,-10.0,0.72,0.373717,-0.017292,0.013559
-3.27,1.72,3.0,-10.0,0.8,0.43225,-0.02,0.016622
-3.27,1.72,3.0,-5.0,0.3,0.271873,-0.012579,0.008229
-3.27,1.72,3.0,-5.0,0.5,0.299472,-0.013856,0.009673
-3.27,1.72,3.0,-5.0,0.65,0.34128,-0.015791,0.011861
-3.27,1.72,3.0,-5.0,0.72,0.373717,-0.017292,0.013559
-3.27,1.72,3.0,-5.0,0.8,0.43225,-0.02,0.016622
-3.27,1.72,3.0,0.0,0.3,0.271873,-0.012579,0.008229
-3.27,1.72,3.0,0.0,0.5,0.299472,-0.013856,0.009673
-3.27,1.72,3.0,0.0,0.65,0.34128,-0.015791,0.011861
-3.27,1.72,3.0,0.0,0.72,0.373717,-0.017292,0.013559
-3.27,1.72,3.0,0.0,0.8,0.43225,-0.02,0.016622
-3.27,1.72,3.0,5.0,0.3,0.271873,-0.012579,0.008229
-3.27,1.72,3.0,5.0,0.5,0.299472,-0.013856,0.009673
-3.27,1.72,3.0,5.0,0.65,0.34128,-0.015791,0.011861
-3.27,1.72,3.0,5.0,0.72,0.373717,-0.017292,0.013559
-3.27,1.72,3.0,5.0,0.8,0.43225,-0.02,0.016622
-3.27,1.72,3.0,10.0,0.3,0.271873,-0.012579,0.008229
-3.27,1.72,3.0,10.0,0.5,0.299472,-0.013856,0.009673
-3.27,1.72,3.0,10.0,0.65,0.34128,-0.015791,0.011861
-3.27,1.72,3.0,10.0,0.72,0.373717,-0.017292,0.013559
-3.27,1.72,3.0,10.0,0.8,0.43225,-0.02,0.016622
-3.27,1.72,6.0,-10.0,0.3,0.543745,-0.025159,0.050837
-3.27,1.72,6.0,-10.0,0.5,0.598943,-0.027713,0.056607
-3.27,1.72,6.0,-10.0,0.65,0.682559,-0.031582,0.065347
-3.27,1.72,6.0,-10.0,0.72,0.747434,-0.034583,0.072128
-3.27,1.72,6.0,-10.0,0.8,0.8645,-0.04,0.084365
-3.27,1.72,6.0,-5.0,0.3,0.543745,-0.025159,0.050837
-3.27,1.72,6.0,-5.0,0.5,0.598943,-0.027713,0.056607
-3.27,1.72,6.0,-5.0,0.65,0.682559,-0.031582,0.065347
-3.27,1.72,6.0,-5.0,0.72,0.747434,-0.034583,0.072128
-3.27,1.72,6.0,-5.0,0.8,0.8645,-0.04,0.084365
-3.27,1.72,6.0,0.0,0.3,0.543745,-0.025159,0.050837
-3.27,1.72,6.0,0.0,0.5,0.598943,-0.027713,0.056607
-3.27,1.72,6.0,0.0,0.65,0.682559,-0.031582,0.065347
-3.27,1.72,6.0,0.0,0.72,0.747434,-0.034583,0.072128
-3.27,1.72,6.0,0.0,0.8,0.8645,-0.04,0.084365
-3.27,1.72,6.0,5.0,0.3,0.543745,-0.025159,0.050837
-3.27,1.72,6.0,5.0,0.5,0.598943,-0.027713,0.056607
-3.27,1.72,6.0,5.0,0.65,0.682559,-0.031582,0.065347
-3.27,1.72,6.0,5.0,0.72,0.747434,-0.034583,0.072128
-3.27,1.72,6.0,5.0,0.8,0.8645,-0.04,0.084365
-3.27,1.72,6.0,10.0,0.3,0.543745,-0.025159,0.050837
-3.27,1.72,6.0,10.0,0.5,0.598943,-0.027713,0.056607
-3.27,1.72,6.0,10.0,0.65,0.682559,-0.031582,0.065347
-3.27,1.72,6.0,10.0,0.72,0.747434,-0.034583,0.072128
-3.27,1.72,6.0,10.0,0.8,0.8645,-0.04,0.084365
-3.27,1.72,9.0,-10.0,0.3,0.815618,-0.037738,0.121591
-3.27,1.72,9.0,-10.0,0.5,0.898415,-0.041569,0.134543
-3.27,1.72,9.0,-10.0,0.65,1.023839,-0.047373,0.154164
-3.27,1.72,9.0,-10.0,0.72,1.121151,-0.051875,0.169387
-3.27,1.72,9.0,-10.0,0.8,1.29675,-0.06,0.196856
-3.27,1.72,9.0,-5.0,0.3,0.815618,-0.037738,0.121591
-3.27,1.72,9.0,-5.0,0.5,0.898415,-0.041569,0.134543
-3.27,1.72,9.0,-5.0,0.65,1.023839,-0.047373,0.154164
-3.27,1.72,9.0,-5.0,0.72,1.121151,-0.051875,0.169387
-3.27,1.72,9.0,-5.0,0.8,1.29675,-0.06,0.196856
-3.27,1.72,9.0,0.0,0.3,0.815618,-0.037738,0.121591
-3.27,1.72,9.0,0.0,0.5,0.898415,-0.041569,0.134543
-3.27,1.72,9.0,0.0,0.65,1.023839,-0.047373,0.154164
-3.27,1.72,9.0,0.0,0.72,1.121151,-0.051875,0.169387
-3.27,1.72,9.0,0.0,0.8,1.29675,-0.06,0.196856
-3.27,1.72,9.0,5.0,0.3,0.815618,-0.037738,0.121591
-3.27,1.72,9.0,5.0,0.5,0.898415,-0.041569,0.134543
-3.27,1.72,9.0,5.0,0.65,1.023839,-0.047373,0.154164
-3.27,1.72,9.0,5.0,0.72,1.121151,-0.051875,0.169387
-3.27,1.72,9.0,5.0,0.8,1.29675,-0.06,0.196856
-3.27,1.72,9.0,10.0,0.3,0.815618,-0.037738,0.121591
-3.27,1.72,9.0,10.0,0.5,0.898415,-0.041569,0.134543
-3.27,1.72,9.0,10.0,0.65,1.023839,-0.047373,0.154164
-3.27,1.72,9.0,10.0,0.72,1.121151,-0.051875,0.169387
-3.27,1.72,9.0,10.0,0.8,1.29675,-0.06,0.196856
-3.27,1.72,12.0,-10.0,0.3,1.087491,-0.050318,0.220102
-3.27,1.72,12.0,-10.0,0.5,1.197886,-0.055426,0.243055
-3.27,1.72,12.0,-10.0,0.65,1.365118,-0.063163,0.277824
-3.27,1.72,12.0,-10.0,0.72,1.494869,-0.069167,0.304801
-3.27,1.72,12.0,-10.0,0.8,1.729,-0.08,0.353479
-3.27,1.72,12.0,-5.0,0.3,1.087491,-0.050318,0.220102
-3.27,1.72,12.0,-5.0,0.5,1.197886,-0.055426,0.243055
-3.27,1.72,12.0,-5.0,0.65,1.365118,-0.063163,0.277824
-3.27,1.72,12.0,-5.0,0.72,1.494869,-0.069167,0.304801
-3.27,1.72,12.0,-5.0,0.8,1.729,-0.08,0.353479
-3.27,1.72,12.0,0.0,0.3,1.087491,-0.050318,0.220102
-3.27,1.72,12.0,0.0,0.5,1.197886,-0.055426,0.243055
-3.27,1.72,12.0,0.0,0.65,1.365118,-0.063163,0.277824
-3.27,1.72,12.0,0.0,0.72,1.494869,-0.069167,0.304801
-3.27,1.72,12.0,0.0,0.8,1.729,-0.08,0.353479
-3.27,1.72,12.0,5.0,0.3,1.087491,-0.050318,0.220102
-3.27,1.72,12.0,5.0,0.5,1.197886,-0.055426,0.243055
-3.27,1.72,12.0,5.0,0.65,1.365118,-0.063163,0.277824
-3.27,1.72,12.0,5.0,0.72,1.494869,-0.069167,0.304801
-3.27,1.72,12.0,5.0,0.8,1.729,-0.08,0.353479
-3.27,1.72,12.0,10.0,0.3,1.087491,-0.050318,0.220102
-3.27,1.72,12.0,10.0,0.5,1.197886,-0.055426,0.243055
-3.27,1.72,12.0,10.0,0.65,1.365118,-0.063163,0.277824
-3.27,1.72,12.0,10.0,0.72,1.494869,-0.069167,0.304801
-3.27,1.72,12.0,10.0,0.8,1.729,-0.08,0.353479
-3.27,1.72,15.0,-10.0,0.3,1.359363,-0.062897,0.345829
-3.27,1.72,15.0,-10.0,0.5,1.497358,-0.069282,0.381545
-3.27,1.72,15.0,-10.0,0.65,1.706398,-0.078954,0.435648
-3.27,1.72,15.0,-10.0,0.72,1.868586,-0.086459,0.477626
-3.27,1.72,15.0,-10.0,0.8,2.16125,-0.1,0.553373
-3.27,1.72,15.0,-5.0,0.3,1.359363,-0.062897,0.345829
-3.27,1.72,15.0,-5.0,0.5,1.497358,-0.069282,0.381545
-3.27,1.72,15.0,-5.0,0.65,1.706398,-0.078954,0.435648
-3.27,1.72,15.0,-5.0,0.72,1.868586,-0.086459,0.477626
-3.27,1.72,15.0,-5.0,0.8,2.16125,-0.1,0.553373
-3.27,1.72,15.0,0.0,0.3,1.359363,-0.062897,0.345829
-3.27,1.72,15.0,0.0,0.5,1.497358,-0.069282,0.381545
-3.27,1.72,15.0,0.0,0.65,1.706398,-0.078954,0.435648
-3.27,1.72,15.0,0.0,0.72,1.868586,-0.086459,0.477626
-3.27,1.72,15.0,0.0,0.8,2.16125,-0.1,0.553373
-3.27,1.72,15.0,5.0,0.3,1.359363,-0.062897,0.345829
-3.27,1.72,15.0,5.0,0.5,1.497358,-0.069282,0.381545
-3.27,1.72,15.0,5.0,0.65,1.706398,-0.078954,0.435648
-3.27,1.72,15.0,5.0,0.72,1.868586,-0.086459,0.477626
-3.27,1.72,15.0,5.0,0.8,2.16125,-0.1,0.553373
-3.27,1.72,15.0,10.0,0.3,1.359363,-0.062897,0.345829
-3.27,1.72,15.0,10.0,0.5,1.497358,-0.069282,0.381545
-3.27,1.72,15.0,10.0,0.65,1.706398,-0.078954,0.435648
-3.27,1.72,15.0,10.0,0.72,1.868586,-0.086459,0.477626
-3.27,1.72,15.0,10.0,0.8,2.16125,-0.1,0.553373
-2.18,1.98,-6.0,-10.0,0.3,-0.561671,0.025159,0.052711
-2.18,1.98,-6.0,-10.0,0.5,-0.618689,0.027713,0.058671
-2.18,1.98,-6.0,-10.0,0.65,-0.705061,0.031582,0.067699
-2.18,1.98,-6.0,-10.0,0.72,-0.772075,0.034583,0.074704
-2.18,1.98,-6.0,-10.0,0.8,-0.893,0.04,0.087344
-2.18,1.98,-6.0,-5.0,0.3,-0.561671,0.025159,0.052711
-2.18,1.98,-6.0,-5.0,0.5,-0.618689,0.027713,0.058671
-2.18,1.98,-6.0,-5.0,0.65,-0.705061,0.031582,0.067699
-2.18,1.98,-6.0,-5.0,0.72,-0.772075,0.034583,0.074704
-2.18,1.98,-6.0,-5.0,0.8,-0.893,0.04,0.087344
-2.18,1.98,-6.0,0.0,0.3,-0.561671,0.025159,0.052711
-2.18,1.98,-6.0,0.0,0.5,-0.618689,0.027713,0.058671
-2.18,1.98,-6.0,0.0,0.65,-0.705061,0.031582,0.067699
-2.18,1.98,-6.0,0.0,0.72,-0.772075,0.034583,0.074704
-2.18,1.98,-6.0,0.0,0.8,-0.893,0.04,0.087344
-2.18,1.98,-6.0,5.0,0.3,-0.561671,0.025159,0.052711
-2.18,1.98,-6.0,5.0,0.5,-0.618689,0.027713,0.058671
-2.18,1.98,-6.0,5.0,0.65,-0.705061,0.031582,0.067699
-2.18,1.98,-6.0,5.0,0.72,-0.772075,0.034583,0.074704
-2.18,1.98,-6.0,5.0,0.8,-0.893,0.04,0.087344
-2.18,1.98,-6.0,10.0,0.3,-0.561671,0.025159,0.052711
-2.18,1.98,-6.0,10.0,0.5,-0.618689,0.027713,0.058671
-2.18,1.98,-6.0,10.0,0.65,-0.705061,0.031582,0.067699
-2.18,1.98,-6.0,10.0,0.72,-0.772075,0.034583,0.074704
-2.18,1.98,-6.0,10.0,0.8,-0.893,0.04,0.087344
-2.18,1.98,-3.0,-10.0,0.3,-0.280836,0.012579,0.008698
-2.18,1.98,-3.0,-10.0,0.5,-0.309344,0.013856,0.01019
-2.18,1.98,-3.0,-10.0,0.65,-0.352531,0.015791,0.01245
-2.18,1.98,-3.0,-10.0,0.72,-0.386037,0.017292,0.014204
-2.18,1.98,-3.0,-10.0,0.8,-0.4465,0.02,0.017368
-2.18,1.98,-3.0,-5.0,0.3,-0.280836,0.012579,0.008698
-2.18,1.98,-3.0,-5.0,0.5,-0.309344,0.013856,0.01019
-2.18,1.98,-3.0,-5.0,0.65,-0.352531,0.015791,0.01245
-2.18,1.98,-3.0,-5.0,0.72,-0.386037,0.017292,0.014204
-2.18,1.98,-3.0,-5.0,0.8,-0.4465,0.02,0.017368
-2.18,1.98,-3.0,0.0,0.3,-0.280836,0.012579,0.008698
-2.18,1.98,-3.0,0.0,0.5,-0.309344,0.013856,0.01019
-2.18,1.98,-3.0,0.0,0.65,-0.352531,0.015791,0.01245
-2.18,1.98,-3.0,0.0,0.72,-0.386037,0.017292,0.014204
-2.18,1.98,-3.0,0.0,0.8,-0.4465,0.02,0.017368
-2.18,1.98,-3.0,5.0,0.3,-0.280836,0.012579,0.008698
-2.18,1.98,-3.0,5.0,0.5,-0.309344,0.013856,0.01019
-2.18,1.98,-3.0,5.0,0.65,-0.352531,0.015791,0.01245
-2.18,1.98,-3.0,5.0,0.72,-0.386037,0.017292,0.014204
-2.18,1.98,-3.0,5.0,0.8,-0.4465,0.02,0.017368
-2.18,1.98,-3.0,10.0,0.3,-0.280836,0.012579,0.008698
-2.18,1.98,-3.0,10.0,0.5,-0.309344,0.013856,0.01019
-2.18,1.98,-3.0,10.0,0.65,-0.352531,0.015791,0.01245
-2.18,1.98,-3.0,10.0,0.72,-0.386037,0.017292,0.014204
-2.18,1.98,-3.0,10.0,0.8,-0.4465,0.02,0.017368
-2.18,1.98,0.0,-10.0,0.3,0.0,-0.0,-0.006
-2.18,1.98,0.0,-10.0,0.5,0.0,-0.0,-0.006
-2.18,1.98,0.0,-10.0,0.65,0.0,-0.0,-0.006
-2.18,1.98,0.0,-10.0,0.72,0.0,-0.0,-0.006
-2.18,1.98,0.0,-10.0,0.8,0.0,-0.0,-0.006
-2.18,1.98,0.0,-5.0,0.3,0.0,-0.0,-0.006
-2.18,1.98,0.0,-5.0,0.5,0.0,-0.0,-0.006
-2.18,1.98,0.0,-5.0,0.65,0.0,-0.0,-0.006
-2.18,1.98,0.0,-5.0,0.72,0.0,-0.0,-0.006
-2.18,1.98,0.0,-5.0,0.8,0.0,-0.0,-0.006
-2.18,1.98,0.0,0.0,0.3,0.0,-0.0,-0.006
-2.18,1.98,0.0,0.0,0.5,0.0,-0.0,-0.006
-2.18,1.98,0.0,0.0,0.65,0.0,-0.0,-0.006
-2.18,1.98,0.0,0.0,0.72,0.0,-0.0,-0.006
-2.18,1.98,0.0,0.0,0.8,0.0,-0.0,-0.006
-2.18,1.98,0.0,5.0,0.3,0.0,-0.0,-0.006
-2.18,1.98,0.0,5.0,0.5,0.0,-0.0,-0.006
-2.18,1.98,0.0,5.0,0.65,0.0,-0.0,-0.006
-2.18,1.98,0.0,5.0,0.72,0.0,-0.0,-0.006
-2.18,1.98,0.0,5.0,0.8,0.0,-0.0,-0.006
-2.18,1.98,0.0,10.0,0.3,0.0,-0.0,-0.006
-2.18,1.98,0.0,10.0,0.5,0.0,-0.0,-0.006
-2.18,1.98,0.0,10.0,0.65,0.0,-0.0,-0.006
-2.18,1.98,0.0,10.0,0.72,0.0,-0.0,-0.006
-2.18,1.98,0.0,10.0,0.8,0.0,-0.0,-0.006
-2.18,1.98,3.0,-10.0,0.3,0.280836,-0.012579,0.008698
-2.18,1.98,3.0,-10.0,0.5,0.309344,-0.013856,0.01019
-2.18,1.98,3.0,-10.0,0.65,0.352531,-0.015791,0.01245
-2.18,1.98,3.0,-10.0,0.72,0.386037,-0.017292,0.014204
-2.18,1.98,3.0,-10.0,0.8,0.4465,-0.02,0.017368
-2.18,1.98,3.0,-5.0,0.3,0.280836,-0.012579,0.008698
-2.18,1.98,3.0,-5.0,0.5,0.309344,-0.013856,0.01019
-2.18,1.98,3.0,-5.0,0.65,0.352531,-0.015791,0.01245
-2.18,1.98,3.0,-5.0,0.72,0.386037,-0.017292,0.014204
-2.18,1.98,3.0,-5.0,0.8,0.4465,-0.02,0.017368
-2.18,1.98,3.0,0.0,0.3,0.280836,-0.012579,0.008698
-2.18,1.98,3.0,0.0,0.5,0.309344,-0.013856,0.01019
-2.18,1.98,3.0,0.0,0.65,0.352531,-0.015791,0.01245
-2.18,1.98,3.0,0.0,0.72,0.386037,-0.017292,0.014204
-2.18,1.98,3.0,0.0,0.8,0.4465,-0.02,0.017368
-2.18,1.98,3.0,5.0,0.3,0.280836,-0.012579,0.008698
-2.18,1.98,3.0,5.0,0.5,0.309344,-0.013856,0.01019
-2.18,1.98,3.0,5.0,0.65,0.352531,-0.015791,0.01245
-2.18,1.98,3.0,5.0,0.72,0.386037,-0.017292,0.014204
-2.18,1.98,3.0,5.0,0.8,0.4465,-0.02,0.017368
-2.18,1.98,3.0,10.0,0.3,0.280836,-0.012579,0.008698
-2.18,1.98,3.0,10.0,0.5,0.309344,-0.013856,0.01019
-2.18,1.98,3.0,10.0,0.65,0.352531,-0.015791,0.01245
-2.18,1.98,3.0,10.0,0.72,0.386037,-0.017292,0.014204
-2.18,1.98,3.0,10.0,0.8,0.4465,-0.02,0.017368
-2.18,1.98,6.0,-10.0,0.3,0.561671,-0.025159,0.052711
-2.18,1.98,6.0,-10.0,0.5,0.618689,-0.027713,0.058671
-2.18,1.98,6.0,-10.0,0.65,0.705061,-0.031582,0.067699
-2.18,1.98,6.0,-10.0,0.72,0.772075,-0.034583,0.074704
-2.18,1.98,6.0,-10.0,0.8,0.893,-0.04,0.087344
-2.18,1.98,6.0,-5.0,0.3,0.561671,-0.025159,0.052711
-2.18,1.98,6.0,-5.0,0.5,0.618689,-0.027713,0.058671
-2.18,1.98,6.0,-5.0,0.65,0.705061,-0.031582,0.067699
-2.18,1.98,6.0,-5.0,0.72,0.772075,-0.034583,0.074704
-2.18,1.98,6.0,-5.0,0.8,0.893,-0.04,0.087344
-2.18,1.98,6.0,0.0,0.3,0.561671,-0.025159,0.052711
-2.18,1.98,6.0,0.0,0.5,0.618689,-0.027713,0.058671
-2.18,1.98,6.0,0.0,0.65,0.705061,-0.031582,0.067699
-2.18,1.98,6.0,0.0,0.72,0.772075,-0.034583,0.074704
-2.18,1.98,6.0,0.0,0.8,0.893,-0.04,0.087344
-2.18,1.98,6.0,5.0,0.3,0.561671,-0.025159,0.052711
-2.18,1.98,6.0,5.0,0.5,0.618689,-0.027713,0.058671
-2.18,1.98,6.0,5.0,0.65,0.705061,-0.031582,0.067699
-2.18,1.98,6.0,5.0,0.72,0.772075,-0.034583,0.074704
-2.18,1.98,6.0,5.0,0.8,0.893,-0.04,0.087344
-2.18,1.98,6.0,10.0,0.3,0.561671,-0.025159,0.052711
-2.18,1.98,6.0,10.0,0.5,0.618689,-0.027713,0.058671
-2.18,1.98,6.0,10.0,0.65,0.705061,-0.031582,0.067699
-2.18,1.98,6.0,10.0,0.72,0.772075,-0.034583,0.074704
-2.18,1.98,6.0,10.0,0.8,0.893,-0.04,0.087344
-2.18,1.98,9.0,-10.0,0.3,0.842507,-0.037738,0.125797
-2.18,1.98,9.0,-10.0,0.5,0.928033,-0.041569,0.139176
-2.18,1.98,9.0,-10.0,0.65,1.057592,-0.047373,0.159444
-2.18,1.98,9.0,-10.0,0.72,1.158112,-0.051875,0.175169
-2.18,1.98,9.0,-10.0,0.8,1.3395,-0.06,0.203544
-2.18,1.98,9.0,-5.0,0.3,0.842507,-0.037738,0.125797
-2.18,1.98,9.0,-5.0,0.5,0.928033,-0.041569,0.139176
-2.18,1.98,9.0,-5.0,0.65,1.057592,-0.047373,0.159444
-2.18,1.98,9.0,-5.0,0.72,1.158112,-0.051875,0.175169
-2.18,1.98,9.0,-5.0,0.8,1.3395,-0.06,0.203544
-2.18,1.98,9.0,0.0,0.3,0.842507,-0.037738,0.125797
-2.18,1.98,9.0,0.0,0.5,0.928033,-0.041569,0.139176
-2.18,1.98,9.0,0.0,0.65,1.057592,-0.047373,0.159444
-2.18,1.98,9.0,0.0,0.72,1.158112,-0.051875,0.175169
-2.18,1.98,9.0,0.0,0.8,1.3395,-0.06,0.203544
-2.18,1.98,9.0,5.0,0.3,0.842507,-0.037738,0.125797
-2.18,1.98,9.0,5.0,0.5,0.928033,-0.041569,0.139176
-2.18,1.98,9.0,5.0,0.65,1.057592,-0.047373,0.159444
-2.18,1.98,9.0,5.0,0.72,1.158112,-0.051875,0.175169
-2.18,1.98,9.0,5.0,0.8,1.3395,-0.06,0.203544
-2.18,1.98,9.0,10.0,0.3,0.842507,-0.037738,0.125797
-2.18,1.98,9.0,10.0,0.5,0.928033,-0.041569,0.139176
-2.18,1.98,9.0,10.0,0.65,1.057592,-0.047373,0.159444
-2.18,1.98,9.0,10.0,0.72,1.158112,-0.051875,0.175169
